user,Database,Python,CloudComputing,DataAnalysis,Containers,MachineLearning,ComputerVision,DataScience,BigData,Chatbot,R,BackendDev,FrontendDev,Blockchain
110,4.0,0.0,0.0,3.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
111,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
112,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
113,14.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
116,7.0,18.0,0.0,7.0,0.0,25.0,0.0,31.0,7.0,0.0,9.0,0.0,0.0,0.0
117,3.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
118,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
119,3.0,0.0,0.0,3.0,0.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
121,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
123,12.0,0.0,0.0,13.0,0.0,16.0,0.0,7.0,12.0,0.0,3.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
133,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
134,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
137,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
146,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
147,5.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0
154,5.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,10.0,0.0,0.0,4.0,0.0,8.0,0.0,3.0,5.0,0.0,16.0,0.0,0.0,0.0
589,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0
704,14.0,5.0,12.0,8.0,9.0,12.0,0.0,19.0,10.0,0.0,0.0,7.0,0.0,3.0
768,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
866,5.0,3.0,0.0,5.0,0.0,3.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0
1321,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1383,11.0,0.0,5.0,5.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1938,3.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0
2191,4.0,13.0,0.0,8.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0
2674,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
3087,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,11.0,0.0,0.0
3264,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3450,0.0,10.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,3.0,0.0,8.0
4930,3.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,3.0
5053,0.0,3.0,4.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,3.0,0.0,0.0,0.0
5555,0.0,0.0,0.0,3.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
6002,3.0,0.0,0.0,7.0,0.0,3.0,0.0,5.0,10.0,0.0,0.0,4.0,0.0,0.0
6092,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
6449,13.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,5.0,0.0,3.0
6847,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6868,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7233,0.0,0.0,12.0,0.0,5.0,7.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0
7359,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
7420,0.0,15.0,0.0,7.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
7438,12.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,3.0,0.0,0.0,0.0
7442,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
7458,3.0,7.0,0.0,8.0,5.0,4.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
7575,0.0,7.0,3.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0
7702,5.0,5.0,4.0,0.0,0.0,8.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0
7764,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,24.0,12.0,0.0
7789,0.0,11.0,0.0,4.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
7909,12.0,9.0,8.0,15.0,0.0,13.0,0.0,12.0,9.0,0.0,0.0,20.0,7.0,17.0
7928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
8030,14.0,15.0,7.0,17.0,4.0,16.0,0.0,29.0,14.0,5.0,10.0,6.0,0.0,3.0
8059,0.0,11.0,0.0,3.0,0.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8075,30.0,17.0,0.0,21.0,0.0,9.0,0.0,31.0,23.0,5.0,19.0,3.0,0.0,0.0
8805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
9954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
10215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
10694,0.0,9.0,5.0,5.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,4.0
11633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
12273,5.0,5.0,0.0,0.0,0.0,10.0,0.0,19.0,5.0,5.0,8.0,0.0,0.0,0.0
12462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
12833,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12834,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
13224,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
13365,5.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
13944,9.0,9.0,0.0,3.0,0.0,6.0,0.0,11.0,4.0,0.0,10.0,0.0,0.0,0.0
14010,8.0,3.0,0.0,3.0,0.0,4.0,0.0,8.0,8.0,0.0,9.0,5.0,0.0,0.0
14030,8.0,12.0,0.0,10.0,0.0,0.0,0.0,8.0,5.0,0.0,3.0,0.0,0.0,0.0
14322,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
14392,0.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
14811,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15055,7.0,11.0,0.0,4.0,0.0,3.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0
15508,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
15577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
15662,22.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
16030,0.0,0.0,0.0,0.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0
16164,28.0,5.0,11.0,4.0,12.0,7.0,0.0,5.0,28.0,0.0,0.0,12.0,4.0,6.0
16941,0.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,5.0,0.0,0.0,0.0
16951,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,0.0,0.0
16963,15.0,4.0,0.0,5.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,6.0,0.0,3.0
16982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
18040,9.0,5.0,0.0,11.0,0.0,26.0,0.0,20.0,15.0,0.0,4.0,3.0,0.0,3.0
18169,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0
18508,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19496,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
19661,20.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
20292,5.0,13.0,5.0,9.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,4.0,0.0,3.0
20833,27.0,9.0,0.0,9.0,0.0,12.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
20948,9.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0
21475,5.0,0.0,4.0,12.0,0.0,3.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0
21577,50.0,5.0,0.0,23.0,0.0,40.0,0.0,30.0,57.0,0.0,9.0,16.0,0.0,0.0
21709,11.0,8.0,0.0,8.0,0.0,11.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0
21750,47.0,0.0,0.0,22.0,0.0,7.0,0.0,3.0,38.0,0.0,0.0,12.0,0.0,0.0
22492,0.0,7.0,0.0,5.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
22708,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
23641,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
23794,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
23877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0
24234,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,0.0,0.0
24632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
24743,0.0,0.0,34.0,0.0,17.0,3.0,0.0,0.0,0.0,4.0,0.0,15.0,0.0,8.0
24868,4.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
25618,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
26339,22.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0
26454,6.0,4.0,0.0,6.0,0.0,0.0,0.0,20.0,3.0,0.0,3.0,0.0,0.0,0.0
26609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
28895,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
29733,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
29962,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
30031,31.0,12.0,0.0,22.0,0.0,14.0,0.0,8.0,39.0,0.0,4.0,4.0,0.0,4.0
30155,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
30281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
30958,9.0,4.0,0.0,0.0,0.0,12.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0
31000,14.0,3.0,0.0,5.0,4.0,3.0,0.0,3.0,14.0,5.0,0.0,7.0,0.0,7.0
31054,14.0,0.0,0.0,14.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
32009,0.0,13.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,4.0
32318,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
32331,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
32444,24.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,25.0,0.0,0.0,4.0,0.0,0.0
32658,0.0,8.0,4.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,4.0,0.0,4.0
32917,10.0,10.0,0.0,16.0,0.0,23.0,0.0,13.0,13.0,0.0,3.0,5.0,0.0,0.0
32936,17.0,5.0,0.0,8.0,0.0,5.0,0.0,18.0,12.0,0.0,4.0,5.0,0.0,5.0
32975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
33218,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33357,15.0,4.0,0.0,8.0,5.0,3.0,0.0,4.0,15.0,0.0,0.0,4.0,0.0,0.0
33474,10.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,6.0,0.0,6.0,4.0,0.0,0.0
33565,13.0,20.0,0.0,22.0,0.0,16.0,0.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0
34038,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
34074,38.0,15.0,3.0,23.0,0.0,24.0,0.0,12.0,38.0,4.0,3.0,13.0,0.0,3.0
34572,16.0,7.0,0.0,14.0,0.0,3.0,0.0,11.0,16.0,0.0,3.0,4.0,0.0,0.0
35928,6.0,18.0,0.0,11.0,0.0,5.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0
36235,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36321,43.0,4.0,0.0,12.0,0.0,10.0,0.0,19.0,44.0,0.0,0.0,12.0,0.0,0.0
36485,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
36585,5.0,8.0,9.0,0.0,0.0,16.0,0.0,16.0,0.0,4.0,9.0,8.0,0.0,8.0
37444,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
37451,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
37465,13.0,0.0,3.0,3.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,3.0,0.0,0.0
37688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
37892,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37936,16.0,0.0,0.0,16.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,8.0,0.0,0.0
38699,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
38951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
39340,0.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
39919,8.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0
40303,35.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
40562,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
40661,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
41727,25.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,22.0,0.0,0.0,6.0,0.0,3.0
41881,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
42044,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
42266,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
42433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
42528,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
43309,5.0,3.0,8.0,7.0,0.0,6.0,0.0,15.0,5.0,5.0,0.0,0.0,0.0,5.0
43341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,12.0,0.0
43567,9.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0
43704,32.0,4.0,0.0,14.0,0.0,0.0,0.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0
44318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0
44500,0.0,4.0,0.0,6.0,0.0,15.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0
44577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
